session,u_node_id,v_node_id,edge_distance,time_s,energy_J,mean_speed,slowdown_idx,std_speed,turn_intensity,mean_power_W,std_power_W,peak_power_W,mean_current,std_current,wheel_diff_mean,stop_ratio,scanner_ratio,obs_t_start
2,5,29,1.274154543876648,6.0,1818.6839999999954,0.207174514949495,0.3072779971226538,0.06198132505519371,0.11344294142424474,283.0833333333333,14.518735323376701,293.0,6236.406565656565,324.5997288386046,85.3270202020202,0.71875,0.0,0.0
2,29,28,0.43829214572906494,7.0,2025.0359999999944,0.20865205235930737,0.30233760822346445,0.0630041390461782,0.27503234156565287,290.8430735930736,5.410225659595855,298.0833333333333,6416.084415584416,123.32784852699409,154.52272727272725,0.0,0.0,29.0
2,28,34,0.6100819706916809,4.0,1100.0160000000046,0.2604013820075758,0.12930522878119788,0.022754606076059978,0.04973621717171758,295.8617424242424,1.9149918946594908,298.0833333333333,6531.590909090909,44.798181504562265,72.30113636363637,0.0,0.0,34.0
2,34,33,0.5456188917160034,5.0,1554.1200000000026,0.20297624027272726,0.32131561774133255,0.06407770322182514,0.2915279659090899,290.1075757575758,3.5660062208736467,295.3636363636364,6402.569696969696,78.74239048168072,178.95757575757577,0.0,0.0,36.0
2,33,6,1.2208967208862305,8.0,2296.907999999996,0.20731120806818182,0.3068209412392148,0.07411314294483798,0.5874342283549814,285.8910984848485,7.719438558344066,293.72727272727275,6308.202651515151,174.4562210972046,104.63636363636363,0.0,0.0,38.0
2,6,33,1.3053491115570068,8.0,2318.5440000000035,0.23378732340909092,0.218293702974232,0.062293663648687325,0.4884403600865791,289.19337121212124,10.658869555149758,299.1666666666667,6380.951893939395,240.05639740056367,26.656439393939397,0.7142857142857143,0.0,43.0
2,33,34,0.5456188917160034,5.0,1551.5279999999984,0.23565615381818183,0.21204496169280973,0.056999423374745124,0.3898883021590862,293.05545454545455,7.7651681359763,300.2,6469.555454545454,174.6999114146919,33.95303030303031,0.7647058823529411,0.0,75.0
2,34,28,0.6100819706916809,3.0,937.9800000000105,0.2657080205555556,0.11156161159740074,0.03313082541976767,0.04913854166666454,293.2611111111111,6.15022332225263,300.2,6480.205555555556,136.35116450448226,55.605555555555576,0.0,0.0,108.0
2,28,29,0.5819143056869507,5.0,1556.8200000000027,0.19141824445454547,0.35996167425253367,0.07292562235597783,1.4333069375000065,289.3863636363636,4.039937788754471,294.3333333333333,6390.425757575758,94.67986504917528,185.7590909090909,0.0,0.0,109.0
2,29,5,1.2717328071594238,8.0,2295.287999999993,0.19594601964015151,0.34482231458797274,0.08458050337267155,0.7439175400432906,286.83617424242425,9.82451843304155,296.09090909090907,6332.637310606061,221.75812058920232,100.78977272727272,0.0,0.0,111.0
