t_1hz,X-coordinate,Y-coordinate,Speed,power consumption,current consuption,Heading,Position confidence,Battery value,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,energy_J_step,scanner_active,Going to ID,Current segment,t_sec,session,interval_check,is_1hz_ok,node_id
552,-2.047834,8.380546,0.0,230.5,5085.5,1.7951957999999997,6.1,65.0,0.0,0.0,244.00799999999583,0.0,32.0,12.0,552,2,1.0,True,24.0
553,-2.047834,8.380546,0.0,231.4,5105.2,-2.6879522000000002,5.0,65.0,0.0,0.0,123.3,0.0,32.0,12.0,553,2,1.0,True,24.0
554,-2.0941976363636363,8.379455090909092,0.0,235.27272727272728,5195.363636363636,-2.9336339999999996,10.818181818181818,65.0,0.0,0.0,250.55999999999477,0.0,32.0,12.0,554,2,1.0,True,24.0
555,-2.139186,8.379545,0.0,240.27272727272728,5310.636363636364,-2.933031,15.0,65.0,0.0,0.0,255.95999999999475,0.0,32.0,12.0,555,2,1.0,True,24.0
556,-2.1439445454545454,8.380455,0.0,241.36363636363637,5338.090909090909,-2.933031,14.272727272727273,65.0,0.0,0.0,257.5800000000105,0.0,32.0,12.0,556,2,1.0,True,24.0
557,-2.1407505,8.380546,0.0,241.5,5332.0,-2.933031,14.333333333333334,65.0,0.0,0.0,260.3159999999916,0.0,32.0,12.0,557,2,1.0,True,24.0
558,-2.1584395,8.38104575,0.0,236.0,5208.5,-2.93253275,13.75,65.0,0.0,0.0,254.0880000000063,0.0,32.0,12.0,558,2,1.0,True,24.0
559,-2.1333038181818185,8.389190090909091,0.0,233.9090909090909,5163.727272727273,-1.831736,10.818181818181818,65.0,0.0,0.0,250.74000000000524,0.0,32.0,12.0,559,2,1.0,True,24.0
560,-2.125791,8.391682,0.0,231.4,5105.2,2.2286656000000002,10.0,65.0,0.0,0.0,243.9719999999885,0.0,32.0,12.0,560,2,1.0,True,24.0
561,-2.125791,8.391682,0.0,231.4,5105.2,-2.7318134,2.2,65.0,0.0,0.0,125.60399999999791,0.0,32.0,12.0,561,2,1.0,True,24.0
562,-2.125791,8.391682,0.0,228.4,5042.8,-2.9177732,5.6,65.0,0.0,0.0,244.44000000000523,0.0,32.0,12.0,562,2,1.0,True,24.0
563,-2.209823818181818,8.48385090909091,0.0,238.0909090909091,5261.636363636364,-2.8816758181818183,35.18181818181818,65.0,0.0,0.0,246.8880000000063,0.0,32.0,12.0,563,2,1.0,True,24.0
564,-2.242994,8.526287272727274,0.0,234.63636363636363,5176.181818181818,-2.875036,89.54545454545455,65.0,0.0,0.0,251.10000000000002,0.0,32.0,12.0,564,2,1.0,True,24.0
565,-2.2408667272727274,8.526996363636364,0.0,235.0,5184.0,-2.875036,94.81818181818181,65.0,0.0,0.0,251.31599999999162,0.0,32.0,12.0,565,2,1.0,True,24.0
566,-2.240394,8.528533272727273,0.0,235.0,5184.0,-2.875036,95.0,65.0,0.0,0.0,248.9760000000126,0.0,32.0,12.0,566,2,1.0,True,24.0
567,-2.240394,8.52611,0.0,235.0,5184.0,-2.875036,95.0,65.0,0.0,0.0,251.31599999999162,0.0,32.0,12.0,567,2,1.0,True,24.0
568,-2.240394,8.526287272727272,0.0,235.0,5184.0,-2.875036,95.63636363636364,65.0,0.0,0.0,253.65599999999688,0.0,32.0,12.0,568,2,1.0,True,24.0
569,-2.2406303636363636,8.526287363636364,0.0,235.0,5184.0,-2.875036,95.45454545454545,65.0,0.0,0.0,246.63600000000736,0.0,32.0,12.0,569,2,1.0,True,24.0
570,-2.242994,8.524396818181819,0.0,235.0,5184.0,-2.875036,96.0,65.0,0.0,0.0,129.16799999999057,0.0,32.0,12.0,570,2,1.0,True,24.0
571,-2.2410912727272727,8.526178181818182,0.0,235.0,5184.0,-2.874242363636364,82.36363636363636,65.0,0.0,0.0,251.06400000001886,0.0,32.0,12.0,571,2,1.0,True,24.0
572,-2.2402261818181817,8.529402727272727,0.0,235.0,5184.0,-2.8739249090909094,88.54545454545455,65.0,0.0,0.0,250.41599999999164,0.0,32.0,12.0,572,2,1.0,True,24.0
573,-2.242708,8.526448636363636,0.0,235.0,5184.0,-2.875036,95.54545454545455,65.0,0.0,0.0,249.04800000000105,0.0,32.0,12.0,573,2,1.0,True,24.0
574,-2.242708,8.52541475,0.0,235.0,5184.0,-2.875036,95.5,65.0,0.0,0.0,252.25199999999896,0.0,32.0,12.0,574,2,1.0,True,24.0
575,-2.242708,8.525858181818181,0.0,235.0,5184.181818181818,-2.875036,95.18181818181819,65.0,0.0,0.0,248.07599999998638,0.0,32.0,12.0,575,2,1.0,True,24.0
576,-2.242708,8.524656,0.0,235.0,5184.333333333333,-2.875036,95.83333333333333,65.0,0.0,0.0,251.42400000001362,0.0,32.0,12.0,576,2,1.0,True,24.0
577,-2.242708,8.527276,0.0,235.0,5184.0,-2.875036,95.0,65.0,0.0,0.0,248.94000000000526,0.0,32.0,12.0,577,2,1.0,True,24.0
578,-2.242708,8.526330909090909,0.0,235.0,5184.0,-2.875036,95.0,65.0,0.0,0.0,126.82799999998534,0.0,32.0,12.0,578,2,1.0,True,24.0
579,-2.222805727272727,8.521296363636365,0.0,235.0,5184.0,-2.875353272727273,80.0,65.0,0.0,0.0,249.66000000002097,0.0,32.0,12.0,579,2,1.0,True,24.0
580,-2.240587,8.52778290909091,0.0,235.0,5184.0,-2.875734,89.0909090909091,65.0,0.0,0.0,251.31599999999162,0.0,32.0,12.0,580,2,1.0,True,24.0
581,-2.240587,8.527546181818183,0.0,242.27272727272728,5345.454545454545,-2.875734,93.9090909090909,65.0,0.0,0.0,256.96799999999064,0.0,32.0,65535.0,581,2,1.0,True,24.0
582,-2.2365926363636364,8.528394363636364,-0.00046409809090909094,271.90909090909093,6017.454545454545,-2.920000909090909,95.36363636363636,64.18181818181819,-60.0,58.90909090909091,285.0119999999937,0.0,32.0,65535.0,582,2,1.0,True,24.0
583,-2.236212090909091,8.527246,-0.000541447909090909,276.6363636363636,6126.363636363636,1.3814258181818182,97.72727272727273,64.0,-100.0,98.72727272727273,295.1280000000115,0.0,32.0,65535.0,583,2,1.0,True,24.0
584,-2.2359880000000003,8.551847166666667,-0.000425424,276.5,6122.0,2.7179456666666666,98.16666666666667,64.0,-100.0,99.0,292.8960000000021,0.0,32.0,65535.0,584,2,1.0,True,24.0
585,-2.2391964545454544,8.541673090909091,-0.000425424,276.09090909090907,6113.0,2.3592145454545457,99.63636363636364,64.0,-100.0,99.0,292.8599999999948,0.0,32.0,65535.0,585,2,1.0,True,24.0
586,-2.240377,8.533796909090908,-0.000425424,277.1818181818182,6146.818181818182,2.034619636363636,100.0,64.0,-100.0,99.0,147.3840000000084,0.0,32.0,65535.0,586,2,1.0,True,24.0
587,-2.2371862727272727,8.518857,-0.00042542218181818183,276.27272727272725,6139.0,1.6882133636363639,99.54545454545455,64.0,-99.54545454545455,98.54545454545455,296.3159999999916,0.0,32.0,65535.0,587,2,1.0,True,24.0
588,-2.234846272727273,8.515786272727272,-0.0006574714545454545,273.72727272727275,6060.636363636364,1.3713864545454546,99.0,64.0,-81.54545454545455,80.0,289.8720000000147,0.0,32.0,65535.0,588,2,1.0,True,24.0
589,-2.2300784545454544,8.511617545454545,-0.0005414495454545454,272.54545454545456,6047.181818181818,1.1238944545454546,99.0,64.0,-57.27272727272727,56.0,292.13999999997907,0.0,32.0,65535.0,589,2,1.0,True,24.0
590,-2.230148818181818,8.514293363636364,-0.00038674781818181814,265.6363636363636,5892.818181818182,0.9475670363636364,99.0,64.27272727272727,-38.27272727272727,37.36363636363637,285.660000000021,0.0,32.0,65535.0,590,2,1.0,True,24.0
591,-2.217766090909091,8.534433181818182,0.05290727454545454,264.72727272727275,5863.909090909091,0.8798073272727273,99.0,64.27272727272727,50.45454545454545,55.36363636363637,285.3719999999885,0.0,32.0,65535.0,591,2,1.0,True,24.0
592,-2.207702166666667,8.546481166666666,0.000283616,272.0,6029.333333333333,0.9637483666666666,97.66666666666667,64.0,64.16666666666667,-63.5,294.2639999999927,0.0,32.0,65535.0,592,2,1.0,True,24.0
593,-2.21388175,8.54109825,0.000425424,277.1666666666667,6149.833333333333,1.2964175,96.91666666666667,64.0,100.0,-99.0,291.02400000001364,0.0,32.0,65535.0,593,2,1.0,True,24.0
594,-2.2227451818181816,8.54488181818182,0.000425424,276.54545454545456,6148.363636363636,1.599619272727273,96.0,64.0,100.0,-99.0,147.8880000000063,0.0,32.0,65535.0,594,2,1.0,True,24.0
595,-2.2280276666666667,8.55606225,0.000425424,276.8333333333333,6137.833333333333,1.9534410833333335,82.66666666666667,64.0,100.0,-99.0,296.4959999999759,0.0,32.0,65535.0,595,2,1.0,True,24.0
596,-2.2281327272727274,8.562940181818181,0.000580124,276.1818181818182,6132.818181818182,2.313633727272727,86.54545454545455,64.0,98.18181818181819,-97.18181818181819,294.91200000001993,0.0,32.0,65535.0,596,2,1.0,True,24.0
597,-2.2269656666666666,8.570798333333334,0.0004963281666666667,274.8333333333333,6094.166666666667,2.654985,96.66666666666667,64.0,79.83333333333333,-78.83333333333333,291.38399999998217,0.0,32.0,65535.0,597,2,1.0,True,24.0
598,-2.227782,8.570510363636362,0.0004254234545454545,272.0,6035.363636363636,2.881413181818182,98.81818181818181,64.0,58.09090909090909,-57.09090909090909,289.15199999999896,0.0,32.0,65535.0,598,2,1.0,True,24.0
599,-2.225182181818182,8.545073090909092,0.00034807254545454546,263.6363636363636,5843.727272727273,3.060534272727273,99.0,64.18181818181819,40.09090909090909,-39.27272727272727,275.9039999999979,0.0,32.0,12.0,599,2,1.0,True,24.0
600,-2.219978,8.542482363636365,0.0,235.0,5184.0,3.1162709999999993,99.72727272727273,65.0,0.0,0.0,250.95600000002307,0.0,32.0,12.0,600,2,1.0,True,24.0
601,-2.218323454545455,8.54413690909091,0.0,235.0,5184.0,3.1162709999999993,100.0,65.0,0.0,0.0,248.61599999999163,0.0,32.0,12.0,601,2,1.0,True,24.0
602,-2.217378,8.543546000000001,0.0,235.0,5184.0,3.116271,100.0,65.0,0.0,0.0,128.98800000000628,0.0,32.0,12.0,602,2,1.0,True,24.0
603,-2.217378,8.544963636363635,0.0,235.0,5184.0,3.1162709999999993,100.0,65.0,0.0,0.0,246.27599999998637,0.0,32.0,12.0,603,2,1.0,True,24.0
604,-2.2186925454545454,8.44299418181818,0.0,238.8181818181818,5275.636363636364,3.1188097272727275,59.63636363636363,65.0,0.0,0.0,252.46800000001676,0.0,32.0,12.0,604,2,1.0,True,24.0
605,-2.2169606666666666,8.4955985,0.0,235.0,5184.0,3.1169689999999997,93.83333333333333,65.0,0.0,0.0,250.73999999997903,0.0,32.0,12.0,605,2,1.0,True,24.0
606,-2.216744,8.53838009090909,0.0,235.0,5184.0,3.116969,98.72727272727273,65.0,0.0,0.0,251.8920000000042,0.0,32.0,12.0,606,2,1.0,True,24.0
607,-2.216744,8.545352545454545,0.0,233.9090909090909,5163.272727272727,3.116969,99.72727272727273,65.0,0.0,0.0,247.64400000000313,0.0,32.0,12.0,607,2,1.0,True,24.0
608,-2.216744,8.5441315,0.0,235.0,5184.0,3.1169689999999997,100.0,65.0,0.0,0.0,250.95599999999686,0.0,32.0,12.0,608,2,1.0,True,24.0
609,-2.216744,8.546534727272727,0.0,235.0,5184.0,3.116969,100.0,65.0,0.0,0.0,248.61600000001783,0.0,32.0,12.0,609,2,1.0,True,24.0
610,-2.216744,8.54440709090909,0.0,235.0,5184.0,3.116969,100.0,65.0,0.0,0.0,126.64799999997486,0.0,32.0,12.0,610,2,1.0,True,24.0
611,-2.216744,8.544998,0.0,234.2,5168.8,3.116969,100.0,65.0,0.0,0.0,248.61600000001783,0.0,32.0,12.0,611,2,1.0,True,24.0
612,-2.216744,8.543958,0.0,235.0,5184.0,3.116969,100.0,65.0,0.0,0.0,250.91999999998953,0.0,32.0,12.0,612,2,1.0,True,24.0
613,-2.219912,8.543088666666666,0.016591536666666667,245.66666666666666,5430.666666666667,3.1226396666666667,100.0,64.66666666666667,28.666666666666668,4.666666666666667,258.7320000000094,0.0,32.0,12.0,613,2,1.0,True,24.0
614,-2.282865363636364,8.540923727272727,0.13783739272727272,281.1818181818182,6247.454545454545,3.095965,96.72727272727273,64.0,74.0,201.9090909090909,297.0,0.0,32.0,12.0,614,2,1.0,True,24.0
615,-2.4206435454545456,8.59361409090909,0.14928515454545455,284.8181818181818,6321.090909090909,2.6720286363636365,97.45454545454545,64.0,-0.7272727272727273,299.0,308.2679999999906,0.0,32.0,12.0,615,2,1.0,True,23.0
616,-2.5150271666666666,8.695075333333333,0.1510964,285.3333333333333,6340.333333333333,2.150033,97.33333333333333,64.0,2.6666666666666665,299.0,302.61600000001783,0.0,32.0,12.0,616,2,1.0,True,23.0
617,-2.5636781818181817,8.841756727272728,0.20725884545454545,290.54545454545456,6459.090909090909,1.6917800909090908,97.63636363636364,64.0,119.54545454545455,294.6363636363636,315.07199999998846,0.0,32.0,12.0,617,2,1.0,True,23.0
618,-2.568267272727273,9.039361818181819,0.26759173636363637,298.90909090909093,6647.454545454545,1.5574988181818183,97.45454545454545,64.0,294.45454545454544,240.0909090909091,154.44000000000526,0.0,32.0,8.0,618,2,1.0,True,23.0
619,-2.58549075,9.31808125,0.29393254166666666,294.5833333333333,6552.666666666667,1.620425,97.91666666666667,64.0,299.0,288.3333333333333,320.6880000000063,0.0,32.0,8.0,619,2,1.0,True,23.0
620,-2.59894,9.582020454545455,0.29721668181818184,293.54545454545456,6529.090909090909,1.6230758181818181,98.9090909090909,64.0,295.0,299.0,308.91599999999164,0.0,32.0,8.0,620,2,1.0,True,23.0
621,-2.6143375,9.897803999999999,0.29701683333333334,291.8333333333333,6481.166666666667,1.614687,99.83333333333333,64.0,294.3333333333333,299.0,312.048000000001,0.0,32.0,8.0,621,2,1.0,True,23.0
622,-2.6223193636363638,10.189567272727272,0.29864765454545456,293.27272727272725,6521.727272727273,1.6096665454545453,99.45454545454545,64.0,298.0,299.0,308.8440000000031,0.0,32.0,8.0,622,2,1.0,True,23.0
623,-2.631783181818182,10.480538181818183,0.29849292727272725,293.27272727272725,6518.454545454545,1.6077196363636366,99.27272727272727,64.0,297.6363636363636,299.0,311.8319999999833,0.0,32.0,4.0,623,2,1.0,True,23.0
624,-2.633934090909091,10.716996363636364,0.29899574545454544,291.45454545454544,6490.181818181818,1.608876909090909,99.0,64.0,299.0,298.90909090909093,315.28800000000626,0.0,32.0,4.0,624,2,1.0,True,20.0
625,-2.6413267499999997,11.037518333333333,0.29850580833333334,291.5833333333333,6490.5,1.6098236666666665,99.58333333333333,64.0,298.5,298.5833333333333,306.6119999999937,0.0,32.0,4.0,625,2,1.0,True,20.0
626,-2.6514245454545455,11.327981818181819,0.2986089727272727,290.6363636363636,6462.181818181818,1.6075669090909093,100.0,64.0,297.90909090909093,299.0,162.36000000002096,0.0,32.0,4.0,626,2,1.0,True,20.0
627,-2.6594898181818185,11.606772727272727,0.2991117272727273,292.27272727272725,6500.272727272727,1.6054856363636363,100.0,63.45454545454545,298.54545454545456,299.0,306.2879999999801,0.0,32.0,4.0,627,2,1.0,True,20.0
628,-2.6674542,11.874583,0.29745644000000004,291.8,6495.8,1.6049866000000002,99.2,64.0,298.4,296.6,315.6840000000084,0.0,32.0,4.0,628,2,1.0,True,20.0
629,-2.6776623333333336,12.122950000000001,0.20285633333333333,285.6666666666667,6355.166666666667,1.7126666666666666,97.16666666666667,64.0,299.0,106.5,301.60799999999585,0.0,32.0,190.0,629,2,1.0,True,20.0
630,-2.74455075,12.271232500000002,0.136561125,285.0,6336.5,2.2074385,95.75,64.0,298.0,-25.25,306.7559999999969,0.0,32.0,190.0,630,2,1.0,True,20.0
631,-2.829597090909091,12.330809090909092,0.14769946363636366,283.3636363636364,6293.727272727273,2.736362818181818,90.0,64.0,297.90909090909093,-2.8181818181818183,300.8880000000063,0.0,32.0,190.0,631,2,1.0,True,20.0
632,-2.9916096666666667,12.339805,0.1735020833333333,283.0,6283.0,-0.017581166666666686,86.83333333333333,64.0,177.33333333333334,169.33333333333334,307.1880000000063,0.0,32.0,190.0,632,2,1.0,True,22.0
633,-3.1338875454545456,12.356004545454544,0.1262349,286.09090909090907,6359.909090909091,2.8811614545454547,97.54545454545455,64.0,-42.18181818181818,294.09090909090907,303.4079999999958,0.0,32.0,190.0,633,2,1.0,True,22.0
634,-3.2247733636363636,12.433069999999999,0.10983670000000001,286.09090909090907,6365.0,2.265852727272727,94.63636363636364,64.0,-55.63636363636363,274.8181818181818,152.45999999999478,0.0,32.0,190.0,634,2,1.0,True,22.0
635,-3.238392272727273,12.532568181818181,0.14429609090909093,286.6363636363636,6367.545454545455,1.8149104545454546,69.18181818181819,64.0,0.18181818181818182,288.6363636363636,302.1840000000084,0.0,32.0,190.0,635,2,1.0,True,22.0
636,-3.230100272727273,12.776613636363637,0.2538234545454545,296.8181818181818,6601.727272727273,1.5910735454545453,50.63636363636363,63.63636363636363,270.0,237.1818181818182,315.9360000000073,0.0,32.0,190.0,636,2,1.0,True,22.0
637,-3.2184495,12.993851666666666,0.2811343666666667,298.8333333333333,6651.5,1.6364598333333333,40.166666666666664,63.0,299.0,262.6666666666667,323.63999999997907,0.0,32.0,190.0,637,2,1.0,True,22.0
638,-3.215199,13.26478090909091,0.28766399090909095,295.1818181818182,6564.272727272727,1.664646181818182,55.90909090909091,63.81818181818182,299.0,276.09090909090907,312.4800000000105,0.0,32.0,190.0,638,2,1.0,True,22.0
639,-3.241197909090909,13.50699,0.2974100272727273,294.09090909090907,6545.545454545455,1.6608319999999999,70.0909090909091,63.27272727272727,299.0,295.3636363636364,316.9800000000105,0.0,32.0,190.0,639,2,1.0,True,22.0
640,-3.2758333333333334,13.832761666666668,0.29737135,293.5,6533.166666666667,1.6384701666666668,94.5,63.166666666666664,296.6666666666667,297.3333333333333,311.0759999999864,0.0,32.0,190.0,640,2,1.0,True,22.0
641,-3.2893196363636363,14.111126363636362,0.29779676363636365,294.0,6545.545454545455,1.6322765454545454,98.36363636363636,63.45454545454545,296.0,299.0,315.79200000000424,0.0,32.0,194.0,641,2,1.0,True,22.0
642,-3.295715,14.346799999999998,0.2982222,293.0,6526.5,1.6283755,98.0,64.0,297.0,299.0,155.98800000000628,0.0,32.0,194.0,642,2,1.0,True,22.0
643,-3.315326818181818,14.653063636363635,0.29675253636363635,292.8181818181818,6516.181818181818,1.61989,99.0,63.45454545454545,294.0,299.0,310.0679999999906,0.0,32.0,194.0,643,2,1.0,True,22.0
644,-3.3301260909090913,14.936676363636364,0.2963658454545455,291.1818181818182,6489.090909090909,1.6105896363636363,98.63636363636364,63.45454545454545,293.27272727272725,299.0,312.7679999999906,0.0,32.0,194.0,644,2,1.0,True,22.0
645,-3.330204833333333,15.219838333333334,0.29708775,290.5,6469.0,1.6117945,94.5,63.166666666666664,298.3333333333333,295.8333333333333,313.0200000000157,0.0,32.0,194.0,645,2,1.0,True,22.0
646,-3.339801272727273,15.490421818181819,0.29814485454545453,292.0,6507.272727272727,1.6108761818181818,92.81818181818181,63.27272727272727,297.3636363636364,298.6363636363636,310.0679999999906,0.0,32.0,194.0,646,2,1.0,True,22.0
647,-3.3584754545454545,15.782216363636364,0.2984542363636364,295.45454545454544,6579.272727272727,1.5994852727272728,90.0909090909091,63.45454545454545,297.54545454545456,299.0,316.8,0.0,32.0,194.0,647,2,1.0,True,19.0
648,-3.368067333333333,16.064796666666666,0.29886036666666665,294.5,6560.0,1.5944335,86.66666666666667,63.333333333333336,298.3333333333333,299.0,313.52400000001364,0.0,32.0,194.0,648,2,1.0,True,19.0
649,-3.3755094999999997,16.364975833333332,0.2994985,290.9166666666667,6479.75,1.5934275833333336,89.91666666666667,63.083333333333336,299.0,299.0,310.7159999999916,0.0,32.0,194.0,649,2,1.0,True,19.0
650,-3.38361,16.620894999999997,0.29907305,290.0,6452.5,1.592648,89.0,63.5,298.5,299.0,155.1960000000021,0.0,32.0,194.0,650,2,1.0,True,19.0
651,-3.3883619090909094,16.945892727272728,0.2725807818181818,288.3636363636364,6408.727272727273,1.5943666363636362,90.45454545454545,63.45454545454545,268.09090909090907,277.1818181818182,311.36399999999264,0.0,32.0,194.0,651,2,1.0,True,19.0
652,-3.365955727272727,17.11030909090909,0.1591859090909091,284.90909090909093,6338.181818181818,1.3549086363636365,92.81818181818181,64.0,27.0,291.3636363636364,301.9679999999906,0.0,32.0,336.0,652,2,1.0,True,19.0
653,-3.3137352727272726,17.190092727272727,0.11169315454545453,285.0,6333.090909090909,0.825770309090909,95.45454545454545,64.0,-49.63636363636363,272.8181818181818,302.25600000002305,0.0,32.0,336.0,653,2,1.0,True,19.0
654,-3.220481454545455,17.226178181818184,0.1483183090909091,290.3636363636364,6457.545454545455,0.2785370709090909,95.54545454545455,63.72727272727273,22.818181818181817,274.1818181818182,305.35199999999895,0.0,32.0,328.0,654,2,1.0,True,16.0
655,-3.0440267,17.254089999999998,0.26006172000000005,298.7,6650.0,-0.003017504999999999,93.3,63.5,276.8,243.5,319.5719999999885,0.0,32.0,328.0,655,2,1.0,True,16.0
656,-2.766064333333333,17.266653333333334,0.2907063833333334,296.1666666666667,6592.666666666667,0.05638268,96.83333333333333,63.0,298.3333333333333,282.8333333333333,316.36800000001676,0.0,32.0,324.0,656,2,1.0,True,15.0
657,-2.518697,17.278454545454547,0.21449103636363634,284.3636363636364,6323.272727272727,0.01779473818181818,95.63636363636364,63.54545454545455,150.1818181818182,278.6363636363636,304.30799999999584,0.0,32.0,88.0,657,2,1.0,True,15.0
658,-2.3873777272727277,17.252485454545454,0.10388082181818183,286.1818181818182,6373.636363636364,-0.4119968636363636,96.36363636363636,63.0,-71.81818181818181,279.54545454545456,155.98800000000628,0.0,32.0,88.0,658,2,1.0,True,15.0
659,-2.3416318333333335,17.167680833333332,0.10578878000000001,286.5,6362.75,-0.956996325,72.5,63.916666666666664,-71.5,283.1666666666667,305.3159999999916,0.0,32.0,84.0,659,2,1.0,True,14.0
660,-2.3222411999999997,16.970888,0.25546713,293.0,6519.4,-1.4461754,46.1,63.5,219.8,291.0,314.2079999999958,0.0,32.0,32.0,660,2,1.0,True,14.0
661,-2.308056,16.722923333333334,0.19725491666666664,275.0,6121.5,-1.4931340000000002,29.166666666666668,63.5,198.83333333333334,196.0,296.24399999997695,0.0,32.0,32.0,661,2,1.0,True,14.0
662,-2.3411810909090907,16.623307272727274,0.0,243.72727272727272,5403.727272727273,-1.5023296363636363,34.81818181818182,64.27272727272727,0.0,0.0,257.3280000000377,0.0,32.0,32.0,662,2,1.0,True,14.0
663,-2.3460723636363636,16.62082181818182,0.01833190909090909,248.8181818181818,5516.272727272727,-1.5033403636363636,37.18181818181818,64.27272727272727,20.181818181818183,16.545454545454547,269.45999999996855,0.0,32.0,32.0,663,2,1.0,True,14.0
664,-2.340377333333333,16.546885,0.21306653333333334,283.3333333333333,6300.333333333333,-1.4892174999999999,36.5,64.0,229.33333333333334,196.83333333333334,304.84800000002724,0.0,32.0,32.0,664,2,1.0,True,14.0
665,-2.2889065,16.358275,0.2919472166666667,292.0,6495.5,-1.4978068333333334,58.083333333333336,63.5,292.1666666666667,291.9166666666667,308.7359999999811,0.0,32.0,32.0,665,2,1.0,True,14.0
666,-2.2653525454545456,16.091245454545454,0.29671387272727273,291.72727272727275,6479.636363636364,-1.5161224545454546,94.63636363636364,64.0,293.90909090909093,299.0,159.76800000001677,0.0,32.0,32.0,666,2,1.0,True,14.0
667,-2.2577074545454545,15.810415454545454,0.29868632727272726,289.27272727272725,6443.636363636364,-1.519276,98.9090909090909,63.0,298.09090909090907,299.0,309.8159999999916,0.0,32.0,32.0,667,2,1.0,True,14.0
668,-2.2473699,15.533075,0.2984349,291.8,6503.9,-1.523634,100.0,63.0,297.5,299.0,312.44399999997694,0.0,32.0,32.0,668,2,1.0,True,14.0
669,-2.2366806666666665,15.266386666666667,0.2979386,294.1666666666667,6554.5,-1.5282626666666665,100.0,63.0,296.3333333333333,299.0,312.58800000000633,0.0,32.0,32.0,669,2,1.0,True,14.0
670,-2.2232655,14.9801075,0.29747772499999997,292.0,6501.25,-1.53295225,100.0,63.0,295.25,299.0,310.2480000000272,0.0,32.0,32.0,670,2,1.0,True,14.0
671,-2.2159983,14.685419999999999,0.29843494,290.9,6479.8,-1.5380821999999998,100.0,63.0,297.5,299.0,317.01599999999166,0.0,32.0,32.0,671,2,1.0,True,14.0
672,-2.2081353333333333,14.411448333333333,0.29864763333333333,292.3333333333333,6508.5,-1.5390690000000002,100.0,63.0,298.5,298.5,310.2840000000084,0.0,32.0,32.0,672,2,1.0,True,14.0
673,-2.196969909090909,14.11711090909091,0.2983382181818182,294.90909090909093,6572.272727272727,-1.5421359090909093,100.0,63.09090909090909,297.3636363636364,298.90909090909093,313.8840000000084,0.0,32.0,32.0,673,2,1.0,True,21.0
674,-2.192841,13.85876,0.29907305,293.0,6518.5,-1.5424419999999999,100.0,63.5,299.0,298.5,155.483999999956,0.0,32.0,32.0,674,2,1.0,True,21.0
675,-2.183107363636364,13.528146363636363,0.2990731,290.8181818181818,6472.0,-1.5429943636363637,100.0,63.45454545454545,299.0,299.0,309.8880000000063,0.0,32.0,28.0,675,2,1.0,True,21.0
676,-2.1762202727272726,13.289575454545455,0.2990731,289.90909090909093,6451.818181818182,-1.5441123636363636,100.0,63.09090909090909,299.0,299.0,312.11999999998955,0.0,32.0,28.0,676,2,1.0,True,21.0
677,-2.1737986666666664,12.985759999999999,0.29843495,294.5,6560.666666666667,-1.5425988333333336,100.0,63.0,299.0,297.5,313.2720000000147,0.0,32.0,28.0,677,2,1.0,True,21.0
678,-2.172056181818182,12.717562727272728,0.2595086636363636,290.90909090909093,6482.727272727273,-1.589154909090909,99.72727272727273,63.0,219.9090909090909,299.0,306.6119999999937,0.0,32.0,28.0,678,2,1.0,True,21.0
679,-2.197422,12.533106363636364,0.13876557272727272,285.45454545454544,6354.909090909091,-1.9474921818181818,97.36363636363636,63.54545454545455,-18.09090909090909,295.3636363636364,305.92800000003774,0.0,32.0,28.0,679,2,1.0,True,21.0
680,-2.2511775454545453,12.453778181818182,0.10608525454545456,284.1818181818182,6320.909090909091,-2.4608272727272724,96.27272727272727,63.54545454545455,-63.54545454545455,275.8181818181818,307.61999999998955,0.0,32.0,28.0,680,2,1.0,True,21.0
681,-2.369225818181818,12.405280909090909,0.16255066363636364,282.45454545454544,6292.909090909091,0.33905918181818195,99.45454545454545,63.54545454545455,69.27272727272727,255.63636363636363,302.43599999998116,0.0,32.0,28.0,681,2,1.0,True,21.0
682,-2.4931639999999997,12.392304999999999,0.1384755,287.5,6402.5,-2.9487545,86.5,63.0,289.5,-13.0,151.12799999998535,0.0,32.0,28.0,682,2,1.0,True,20.0
683,-2.5931594166666665,12.344711666666667,0.122593,284.6666666666667,6340.0,-2.41432925,63.75,63.5,290.6666666666667,-46.166666666666664,302.9760000000126,0.0,32.0,28.0,683,2,1.0,True,20.0
684,-2.644082090909091,12.237870909090908,0.15176033636363637,284.3636363636364,6332.272727272727,-1.8401951818181816,75.0909090909091,63.54545454545455,294.45454545454544,8.909090909090908,304.0199999999895,0.0,32.0,28.0,684,2,1.0,True,20.0
685,-2.6437565000000003,12.059733333333334,0.23979731666666668,293.1666666666667,6537.166666666667,-1.4746208333333335,84.0,63.0,261.3333333333333,218.0,310.6800000000105,0.0,32.0,6.0,685,2,1.0,True,20.0
686,-2.639146,11.8146875,0.273760375,297.0,6614.5,-1.5368975,95.75,63.0,248.5,299.0,314.5320000000356,0.0,32.0,6.0,686,2,1.0,True,20.0
687,-2.6401107,11.563311,0.29681831999999997,294.1,6551.2,-1.5780093,99.7,63.0,295.7,297.6,314.27999999995814,0.0,32.0,6.0,687,2,1.0,True,20.0
