timestamp,X-coordinate,Y-coordinate,Going to ID,Speed,power consumption,Cumulative energy consumption,current consuption,Heading,Target reached,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,Target reached2,Current segment,Position confidence,Battery value,Safety - Circuit Opened,Safety - Front Emergency Stops Active,Safety - Front Emergency Bumper Active,CR collision detected,Safety - Front Scanner Protective Zone Active,Safety - Front Scanner Warning Zone Active
35:08.5,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.5,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.5,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.5,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.6,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.6,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.6,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.7,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.7,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.7,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.8,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.8,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.8,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.9,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.9,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:08.9,-4.536292,1.451914,5.0,0.0,237.0,17818.98,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.0,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.0,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.0,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.0,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.1,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.1,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.1,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.2,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.2,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.2,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.3,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.3,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.3,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.4,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.4,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.4,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.5,-4.536292,1.451914,5.0,0.0,237.0,17854.46,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.5,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.5,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.5,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.6,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.6,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.6,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.7,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.7,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.7,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.8,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.8,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.8,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.9,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.9,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:09.9,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.0,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.0,-4.536292,1.451914,5.0,0.0,237.0,17889.55,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.0,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.0,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.1,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.1,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.1,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.2,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.2,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.2,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.3,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.3,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.3,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.4,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.4,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.4,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.5,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.5,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.5,-4.536292,1.451914,5.0,0.0,237.0,17924.12,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.5,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.6,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.6,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.6,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.7,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.7,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.7,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.8,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.8,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.8,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.9,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.9,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.9,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:10.9,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.0,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.0,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.0,-4.536292,1.451914,5.0,0.0,236.0,17958.76,5162.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.1,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.1,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.1,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.2,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.2,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.2,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.3,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.3,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.3,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.4,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.4,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.4,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.5,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.5,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.5,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.5,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.6,-4.536292,1.451914,5.0,0.0,234.0,17993.43,5136.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.6,-4.536292,1.451914,5.0,0.0,234.0,18028.7,5135.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.6,-4.536292,1.451914,5.0,0.0,234.0,18028.7,5135.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.7,-4.536292,1.451914,5.0,0.0,234.0,18028.7,5135.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.7,-4.536292,1.451914,5.0,0.0,234.0,18028.7,5135.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.7,-4.536292,1.451914,5.0,0.0,234.0,18028.7,5135.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:11.8,-4.536292,1.451914,5.0,0.0,234.0,18028.7,5135.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
