timestamp,X-coordinate,Y-coordinate,Going to ID,Speed,power consumption,Cumulative energy consumption,current consuption,Heading,Target reached,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,Target reached2,Current segment,Position confidence,Battery value,Safety - Circuit Opened,Safety - Front Emergency Stops Active,Safety - Front Emergency Bumper Active,CR collision detected,Safety - Front Scanner Protective Zone Active,Safety - Front Scanner Warning Zone Active
35:12.9,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:12.9,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:12.9,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.0,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.0,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.0,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.1,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.1,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.1,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.1,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.2,-4.536292,1.451914,5.0,0.0,237.0,18098.07,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.2,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.2,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.3,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.3,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.3,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.4,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.4,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.4,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.5,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.5,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.5,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.5,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.6,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.6,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.6,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.7,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.7,-4.536292,1.451914,5.0,0.0,236.0,18133.55,5159.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.7,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.8,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.8,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.8,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.9,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.9,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:13.9,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.0,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.0,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.0,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.0,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.1,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.1,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.1,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.2,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.2,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.2,-4.537591,1.451914,5.0,0.0,237.0,18168.33,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,67.0,False,False,False,False,False,False
35:14.3,-4.537591,1.451914,5.0,0.0,236.0,18203.14,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,66.0,False,False,False,False,False,False
35:14.3,-4.537591,1.451914,5.0,0.0,236.0,18203.14,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,66.0,False,False,False,False,False,False
35:14.3,-4.537591,1.451914,5.0,0.0,236.0,18203.14,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,66.0,False,False,False,False,False,False
35:14.4,-4.537591,1.451914,5.0,0.0,236.0,18203.14,5184.0,-3.102274,1.0,0.0,0.0,1.0,260.0,100.0,66.0,False,False,False,False,False,False
