t_1hz,X-coordinate,Y-coordinate,Speed,power consumption,current consuption,Heading,Position confidence,Battery value,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,energy_J_step,scanner_active,Going to ID,Current segment,t_sec,session,interval_check,is_1hz_ok
538,-3.1805749999999997,8.211999666666665,0.2555380166666667,286.8333333333333,6514.166666666667,1.552613,98.66666666666667,59.833333333333336,211.5,299.0,306.7200000000419,0.0,2.0,276.0,538,1,1.0,True
539,-3.1565642727272727,8.40032309090909,0.1708271,284.09090909090907,6451.636363636364,1.281772,97.45454545454545,60.0,42.45454545454545,299.0,300.96000000002095,0.0,2.0,276.0,539,1,1.0,True
540,-3.100847,8.50382,0.09974260363636364,281.72727272727275,6400.363636363636,0.7303252181818181,94.36363636363636,60.0,-67.18181818181819,266.27272727272725,299.5199999999371,0.0,2.0,276.0,540,1,1.0,True
541,-3.0194193333333335,8.535092166666667,0.098556545,282.0,6406.666666666667,0.20117111016666667,85.16666666666667,60.0,-20.5,217.16666666666666,303.83999999997906,0.0,2.0,276.0,541,1,1.0,True
542,-2.866175818181818,8.551869272727272,0.16104229090909092,284.09090909090907,6449.727272727273,0.15443868581818182,95.81818181818181,60.0,294.27272727272725,27.272727272727273,303.8400000000838,0.0,2.0,276.0,542,1,1.0,True
543,-2.7415647272727273,8.60492781818182,0.1455723272727273,282.09090909090907,6411.909090909091,0.5770382090909091,92.72727272727273,60.0,299.0,-8.181818181818182,150.11999999993714,0.0,2.0,276.0,543,1,1.0,True
544,-2.660911272727273,8.713289909090909,0.15729083636363636,283.3636363636364,6439.454545454545,1.1697655454545455,90.54545454545455,60.0,299.0,15.0,302.76000000002097,0.0,2.0,276.0,544,1,1.0,True
545,-2.649577818181818,8.87805609090909,0.2150711636363636,290.27272727272725,6596.181818181818,1.5412479090909093,91.81818181818181,59.09090909090909,275.3636363636364,154.27272727272728,312.1200000000419,0.0,2.0,8.0,545,1,1.0,True
546,-2.6553883333333332,9.121599999999999,0.27269678333333336,293.1666666666667,6659.666666666667,1.597859,96.66666666666667,59.333333333333336,247.5,297.5,313.91999999993715,0.0,2.0,8.0,546,1,1.0,True
547,-2.6532500000000003,9.381568090909091,0.2958243636363636,291.54545454545456,6622.636363636364,1.5557569999999998,97.81818181818181,59.45454545454545,293.72727272727275,297.90909090909093,311.03999999997905,0.0,2.0,8.0,547,1,1.0,True
548,-2.6566170833333334,9.670063833333332,0.2975131833333333,290.1666666666667,6595.666666666667,1.5555516666666664,98.75,59.416666666666664,299.0,295.3333333333333,308.160000000021,0.0,2.0,8.0,548,1,1.0,True
549,-2.6514763333333335,9.979999000000001,0.2967332,289.0,6567.666666666667,1.5656308333333333,99.16666666666667,59.5,299.0,293.6666666666667,307.8,0.0,2.0,8.0,549,1,1.0,True
550,-2.6510792727272725,10.243363636363638,0.2963658181818182,290.54545454545456,6595.0,1.5751324545454546,99.45454545454545,59.45454545454545,299.0,293.54545454545456,306.0,0.0,2.0,8.0,550,1,1.0,True
551,-2.6529843636363637,10.521320000000001,0.2979901636363636,290.3636363636364,6593.363636363636,1.581007181818182,100.0,59.45454545454545,299.0,296.45454545454544,156.6,0.0,2.0,4.0,551,1,1.0,True
552,-2.654350818181818,10.813145454545456,0.2984155636363636,290.72727272727275,6604.727272727273,1.5877747272727272,99.0,59.0,299.0,297.45454545454544,307.4399999999791,0.0,2.0,4.0,552,1,1.0,True
553,-2.6530853636363636,11.117389090909091,0.2982608727272727,288.0,6543.636363636364,1.5968010909090908,99.36363636363636,59.54545454545455,299.0,297.09090909090907,307.8,0.0,2.0,4.0,553,1,1.0,True
554,-2.657655,11.367294999999999,0.2989312833333333,288.0,6551.166666666667,1.6002456666666667,100.0,59.0,299.0,298.6666666666667,310.3200000000419,0.0,2.0,4.0,554,1,1.0,True
555,-2.6610266363636366,11.676133636363636,0.2983769090909091,291.54545454545456,6632.909090909091,1.6011325454545455,100.0,59.0,299.0,297.3636363636364,310.3200000000419,0.0,2.0,4.0,555,1,1.0,True
556,-2.668696454545455,11.926146363636365,0.28213343636363636,291.90909090909093,6634.909090909091,1.5948089090909092,99.81818181818181,59.0,265.3636363636364,298.45454545454544,307.439999999979,0.0,2.0,30.0,556,1,1.0,True
557,-2.6569291666666666,12.162186666666665,0.17534558333333336,285.3333333333333,6477.0,1.393864,95.83333333333333,59.5,51.166666666666664,299.0,304.560000000021,0.0,2.0,30.0,557,1,1.0,True
558,-2.6014245000000003,12.276160833333334,0.125571025,283.8333333333333,6442.0,0.9594515666666666,81.25,59.5,-41.083333333333336,292.1666666666667,307.4399999999791,0.0,2.0,30.0,558,1,1.0,True
559,-2.5061184545454545,12.314669090909092,0.1426717090909091,283.1818181818182,6433.909090909091,0.3238480909090909,74.0,59.54545454545455,-9.545454545454545,294.45454545454544,150.11999999993714,0.0,2.0,30.0,559,1,1.0,True
560,-2.3582016363636367,12.357966363636365,0.16320811818181816,273.27272727272725,6191.727272727273,0.14083899272727274,57.27272727272727,60.0,232.0,94.63636363636364,299.160000000021,0.0,2.0,30.0,560,1,1.0,True
561,-2.2674643636363636,12.406726363636363,0.1092953,284.3636363636364,6459.909090909091,0.5553252454545454,80.18181818181819,59.45454545454545,281.09090909090907,-62.63636363636363,303.4800000000629,0.0,2.0,30.0,561,1,1.0,True
562,-2.2157715000000002,12.485341666666665,0.12401108333333333,283.3333333333333,6439.333333333333,1.1585335333333333,74.83333333333333,59.666666666666664,279.3333333333333,-31.333333333333332,299.5199999999371,0.0,2.0,30.0,562,1,1.0,True
563,-2.2045643636363637,12.613071818181817,0.2037781,282.8181818181818,6424.181818181818,1.588947,77.63636363636364,59.81818181818182,281.54545454545456,125.72727272727273,304.20000000000005,0.0,2.0,30.0,563,1,1.0,True
564,-2.2182312727272726,12.84587909090909,0.2545195727272727,287.0,6523.454545454545,1.640187,83.63636363636364,59.27272727272727,218.8181818181818,289.72727272727275,312.83999999997906,0.0,2.0,30.0,564,1,1.0,True
565,-2.2201001666666667,13.0942,0.29113181666666665,294.8333333333333,6700.5,1.5504283333333335,93.66666666666667,59.0,283.0,298.8333333333333,310.6800000000629,0.0,2.0,30.0,565,1,1.0,True
566,-2.2217203636363636,13.378918181818182,0.2964818,291.54545454545456,6634.727272727273,1.5404666363636361,94.27272727272727,59.0,299.0,293.54545454545456,311.03999999997905,0.0,2.0,30.0,566,1,1.0,True
567,-2.216002,13.65066,0.2961724,290.8181818181818,6623.272727272727,1.550977909090909,93.0,59.0,299.0,292.6363636363636,154.0799999999581,0.0,2.0,30.0,567,1,1.0,True
568,-2.2115850000000004,13.97662,0.29779675,290.0,6595.0,1.568448,97.0,59.0,299.0,296.0,311.04000000008386,0.0,2.0,34.0,568,1,1.0,True
569,-2.2066451666666667,14.211145,0.29694590833333334,289.5,6591.416666666667,1.5771619166666666,97.0,59.0,299.0,294.3333333333333,307.8,0.0,2.0,34.0,569,1,1.0,True
570,-2.2129296363636364,14.504363636363637,0.2982608545454546,289.72727272727275,6587.545454545455,1.5811366363636365,96.18181818181819,59.0,299.0,297.27272727272725,313.55999999991616,0.0,2.0,34.0,570,1,1.0,True
571,-2.22042825,14.7821075,0.2985413,290.0,6588.75,1.58141775,95.25,59.0,299.0,297.75,310.3200000000419,0.0,2.0,34.0,571,1,1.0,True
572,-2.225815,15.080266363636365,0.2983769090909091,289.1818181818182,6575.636363636364,1.5824598181818181,94.0909090909091,59.0,299.0,297.3636363636364,304.560000000021,0.0,2.0,34.0,572,1,1.0,True
573,-2.2284566666666668,15.340166666666667,0.2990731,291.1666666666667,6622.166666666667,1.5861978333333333,92.83333333333333,59.0,299.0,299.0,313.20000000000005,0.0,2.0,34.0,573,1,1.0,True
574,-2.2350679090909087,15.640065454545454,0.2987249818181818,293.0,6665.090909090909,1.5877264545454546,91.36363636363636,59.0,299.0,298.1818181818182,308.160000000021,0.0,2.0,34.0,574,1,1.0,True
575,-2.2415219090909093,15.92504909090909,0.29849296363636363,291.72727272727275,6634.363636363636,1.5901926363636363,91.0,59.0,299.0,297.6363636363636,157.31999999993715,0.0,2.0,34.0,575,1,1.0,True
576,-2.2459662727272725,16.20395,0.29849296363636363,289.6363636363636,6584.636363636364,1.588957,93.45454545454545,59.0,299.0,297.6363636363636,309.2399999999791,0.0,2.0,34.0,576,1,1.0,True
577,-2.251522,16.46269416666667,0.297974075,287.75,6538.0,1.5940477499999999,94.0,59.0,297.0,298.75,312.4800000000629,0.0,2.0,34.0,577,1,1.0,True
578,-2.2585885,16.781581666666668,0.2970877333333333,290.3333333333333,6602.333333333333,1.5970901666666666,94.33333333333333,59.0,294.5,299.0,308.5199999999371,0.0,2.0,34.0,578,1,1.0,True
579,-2.265053,17.107221000000003,0.29847744,290.4,6602.3,1.5952272,96.1,59.0,297.6,299.0,306.7200000000419,0.0,2.0,78.0,579,1,1.0,True
580,-2.2702716363636366,17.36183,0.29887969090909094,290.09090909090907,6596.454545454545,1.5943830909090908,97.54545454545455,59.0,298.54545454545456,299.0,307.0799999999581,0.0,2.0,82.0,580,1,1.0,True
581,-2.279201833333333,17.663456666666665,0.2986476,290.1666666666667,6597.833333333333,1.593479,97.0,59.0,298.6666666666667,298.8333333333333,313.9200000000419,0.0,2.0,110.0,581,1,1.0,True
582,-2.2870763636363636,17.92944,0.2986862818181818,292.6363636363636,6647.727272727273,1.5920313636363637,97.18181818181819,59.0,299.0,298.09090909090907,311.03999999997905,0.0,2.0,110.0,582,1,1.0,True
583,-2.2897818181818184,18.229565454545455,0.2990731,293.3636363636364,6673.545454545455,1.5956051818181818,99.54545454545455,59.0,299.0,299.0,155.16000000002097,0.0,2.0,114.0,583,1,1.0,True
584,-2.2948369090909093,18.48234,0.29930513636363637,290.8181818181818,6614.727272727273,1.5966375454545456,100.0,59.0,299.0,299.0,309.2399999999791,0.0,2.0,54.0,584,1,1.0,True
585,-2.305338909090909,18.779285454545455,0.29775813636363635,287.54545454545456,6540.727272727273,1.5960035454545456,99.63636363636364,59.0,295.90909090909093,299.0,312.4800000000629,0.0,2.0,54.0,585,1,1.0,True
586,-2.3106451818181815,19.068918181818184,0.29884099999999997,287.1818181818182,6538.909090909091,1.5936446363636363,99.36363636363636,59.0,298.6363636363636,299.0,307.0799999999581,0.0,2.0,54.0,586,1,1.0,True
587,-2.3131073636363637,19.346676363636366,0.29845425454545454,292.0,6648.454545454545,1.595212909090909,100.0,59.0,299.0,297.3636363636364,310.3200000000419,0.0,2.0,54.0,587,1,1.0,True
588,-2.3163098333333334,19.599540833333332,0.29804495,292.5,6659.166666666667,1.5997998333333332,100.0,59.0,298.8333333333333,296.75,311.03999999997905,0.0,2.0,54.0,588,1,1.0,True
589,-2.3236236666666668,19.910165,0.29907305,289.8333333333333,6591.666666666667,1.602653,100.0,59.0,298.5,299.0,304.91999999993715,0.0,2.0,54.0,589,1,1.0,True
590,-2.3301426363636364,20.214954545454546,0.2986862818181818,288.72727272727275,6561.363636363636,1.6023056363636363,99.45454545454545,59.0,298.09090909090907,299.0,309.6,0.0,2.0,58.0,590,1,1.0,True
591,-2.335116090909091,20.46245818181818,0.2990731,290.90909090909093,6613.0,1.6032005454545455,100.0,59.0,299.0,299.0,153.72000000004192,0.0,2.0,58.0,591,1,1.0,True
592,-2.3406635454545457,20.75351,0.29868632727272726,289.6363636363636,6578.0,1.6029698181818182,100.0,59.0,299.0,298.09090909090907,313.560000000021,0.0,2.0,58.0,592,1,1.0,True
593,-2.3457959090909095,21.034253636363637,0.29806750909090907,290.54545454545456,6610.0,1.6034454545454544,100.0,59.0,299.0,296.6363636363636,304.91999999993715,0.0,2.0,58.0,593,1,1.0,True
594,-2.3544623333333337,21.34618,0.298364,290.3333333333333,6604.333333333333,1.6022248333333333,100.0,59.0,299.0,297.3333333333333,313.9200000000419,0.0,2.0,58.0,594,1,1.0,True
595,-2.3596606363636363,21.58958727272727,0.24311048181818184,273.90909090909093,6222.181818181818,1.6014315454545454,100.0,59.81818181818182,244.72727272727272,241.63636363636363,293.76000000002097,0.0,2.0,58.0,595,1,1.0,True
596,-2.3617882727272725,21.73232181818182,0.10040006181818181,265.90909090909093,6033.090909090909,1.602693,100.0,60.0,101.63636363636364,99.81818181818181,281.160000000021,0.0,2.0,58.0,596,1,1.0,True
597,-2.3632786666666665,21.819841666666665,0.08239044499999999,257.6666666666667,5834.333333333333,1.6039345,100.0,60.166666666666664,83.33333333333333,82.0,271.8,0.0,2.0,58.0,597,1,1.0,True
598,-2.363298,21.84112,0.0,231.4,5231.2,1.6043790000000002,100.0,61.0,0.0,0.0,123.4799999999581,0.0,2.0,58.0,598,1,1.0,True
599,-2.363298,21.84041090909091,0.0,229.45454545454547,5194.090909090909,1.604379,100.0,61.0,0.0,0.0,243.36000000002096,0.0,2.0,58.0,599,1,1.0,True
600,-2.363298,21.839928333333333,0.0,230.25,5205.0,1.604379,100.0,61.0,0.0,0.0,246.60000000000002,0.0,2.0,58.0,600,1,1.0,True
601,-2.363298,21.840883636363635,0.0,232.0,5233.0,1.604379,100.0,61.0,0.0,0.0,245.16000000002094,0.0,2.0,58.0,601,1,1.0,True
602,-2.363298,21.841592727272726,0.0,232.0,5233.0,1.604379,100.0,61.0,0.0,0.0,250.2,0.0,2.0,58.0,602,1,1.0,True
603,-2.363298,21.84697,0.0,231.5,5222.25,1.604379,100.0,61.0,0.0,0.0,247.6799999999581,0.0,2.0,58.0,603,1,1.0,True
604,-2.363298,21.842656363636365,0.0,231.45454545454547,5221.272727272727,1.604379,100.0,61.0,0.0,0.0,242.63999999997907,0.0,2.0,58.0,604,1,1.0,True
605,-2.363298,21.83787,0.0,232.0,5233.0,1.604379,100.0,61.0,0.0,0.0,250.2,0.0,2.0,58.0,605,1,1.0,True
606,-2.363298,21.837101818181818,0.0,230.0909090909091,5202.363636363636,1.604379,100.0,61.0,0.0,0.0,244.43999999997905,0.0,2.0,58.0,606,1,1.0,True
607,-2.363298,21.84112,0.0,230.0,5199.0,1.6043790000000002,100.0,61.0,0.0,0.0,124.56000000002096,0.0,2.0,58.0,607,1,1.0,True
608,-2.363298,21.84029272727273,0.0,231.45454545454547,5226.454545454545,1.604379,100.0,61.0,0.0,0.0,244.8,0.0,2.0,58.0,608,1,1.0,True
609,-2.363298,21.83956,0.0,231.0,5212.0,1.6043790000000002,100.0,61.0,0.0,0.0,244.43999999997905,0.0,2.0,58.0,609,1,1.0,True
610,-2.363298,21.840686666666667,0.0,232.0,5232.333333333333,1.604379,100.0,61.0,0.0,0.0,249.84000000008382,0.0,2.0,58.0,610,1,1.0,True
611,-2.363298,21.84041090909091,0.0,231.45454545454547,5220.909090909091,1.604379,100.0,61.0,0.0,0.0,244.43999999997905,0.0,2.0,58.0,611,1,1.0,True
612,-2.363298,21.84253818181818,0.0,231.45454545454547,5221.272727272727,1.604379,100.0,61.0,0.0,0.0,244.8,0.0,2.0,58.0,612,1,1.0,True
613,-2.3615646666666668,21.842473333333334,0.0,232.0,5233.0,1.604379,100.0,61.0,0.0,0.0,247.67999999995808,0.0,2.0,58.0,613,1,1.0,True
614,-2.3609343636363636,21.83854090909091,0.0,233.72727272727272,5273.363636363636,1.604379,100.0,60.90909090909091,0.0,0.0,253.08000000006285,0.0,12.0,56.0,614,1,1.0,True
615,-2.3632985454545454,21.842097272727273,0.00023204945454545454,261.3636363636364,5920.272727272727,1.6090333636363636,100.0,60.0,32.72727272727273,-32.18181818181818,135.3599999999162,0.0,12.0,56.0,615,1,1.0,True
616,-2.368310909090909,21.853074545454543,0.0006574718181818182,274.3636363636364,6229.909090909091,1.8286858181818182,99.0909090909091,60.0,100.0,-98.45454545454545,290.52000000004193,0.0,12.0,56.0,616,1,1.0,True
617,-2.3824479999999997,21.847336363636366,0.000425424,273.6363636363636,6215.727272727273,2.1823836363636366,83.0909090909091,60.0,100.0,-99.0,290.160000000021,0.0,12.0,56.0,617,1,1.0,True
618,-2.3651186363636363,21.83083090909091,0.000425424,273.1818181818182,6198.272727272727,2.50133,72.0,60.0,100.0,-99.0,297.36000000002093,0.0,12.0,56.0,618,1,1.0,True
619,-2.3559692727272727,21.809642727272728,0.000425424,272.0,6174.727272727273,2.880806363636364,67.27272727272727,60.0,100.0,-99.0,289.439999999979,0.0,12.0,56.0,619,1,1.0,True
620,-2.3571056363636362,21.804713636363637,0.000425424,272.54545454545456,6183.454545454545,-1.3303576363636365,85.27272727272727,60.0,100.0,-99.0,291.2399999999791,0.0,12.0,56.0,620,1,1.0,True
621,-2.3579098333333333,21.803158333333332,0.000425424,274.0,6221.0,-2.7071761666666667,86.83333333333333,60.0,100.0,-99.0,289.439999999979,0.0,12.0,56.0,621,1,1.0,True
622,-2.356080181818182,21.796678181818184,0.000425424,273.45454545454544,6207.909090909091,-2.345781181818182,87.9090909090909,60.0,99.0909090909091,-98.0909090909091,293.76000000002097,0.0,12.0,56.0,622,1,1.0,True
623,-2.3577892727272727,21.79980727272727,0.000657474,271.6363636363636,6163.363636363636,-2.031166818181818,87.18181818181819,60.0,82.36363636363636,-80.81818181818181,144.0,0.0,12.0,56.0,623,1,1.0,True
624,-2.361382181818182,21.810670909090906,0.000425424,270.3636363636364,6131.0,-1.7842090909090909,97.36363636363636,60.0,57.63636363636363,-56.63636363636363,291.6,0.0,12.0,56.0,624,1,1.0,True
625,-2.3621540000000003,21.807854545454543,0.00027072327272727273,268.90909090909093,6096.090909090909,-1.6071352727272725,99.0,60.0,36.72727272727273,-36.09090909090909,282.6,0.0,12.0,56.0,625,1,1.0,True
626,-2.3622069090909092,21.76226909090909,0.18563953636363636,281.90909090909093,6400.181818181818,-1.5494551818181819,99.27272727272727,59.18181818181818,184.9090909090909,186.0,301.3200000000419,0.0,12.0,56.0,626,1,1.0,True
627,-2.3624456363636366,21.528945454545454,0.2984542727272727,290.6363636363636,6607.363636363636,-1.5536338181818181,100.0,59.0,298.45454545454544,298.27272727272725,308.1599999999162,0.0,12.0,56.0,627,1,1.0,True
628,-2.358341454545455,21.23338,0.2986089818181818,290.45454545454544,6599.727272727273,-1.552543818181818,100.0,59.0,299.0,297.90909090909093,311.76000000002097,0.0,12.0,56.0,628,1,1.0,True
629,-2.3544351666666667,20.96159,0.29843491666666666,289.8333333333333,6596.333333333333,-1.5500175,100.0,59.0,299.0,297.5,306.36000000002093,0.0,12.0,56.0,629,1,1.0,True
630,-2.347152818181818,20.667517272727274,0.29884100909090905,290.8181818181818,6618.181818181818,-1.547744909090909,100.0,59.0,299.0,299.0,311.03999999997905,0.0,12.0,56.0,630,1,1.0,True
631,-2.3393886363636365,20.40542090909091,0.2986089727272727,292.45454545454544,6655.636363636364,-1.548433818181818,100.0,59.0,297.90909090909093,299.0,154.8,0.0,12.0,56.0,631,1,1.0,True
632,-2.339661,20.090127272727273,0.2969459,290.45454545454544,6606.909090909091,-1.546036,100.0,59.0,299.0,294.0,309.2399999999791,0.0,12.0,52.0,632,1,1.0,True
633,-2.331475,19.849563636363637,0.2983382090909091,290.09090909090907,6599.090909090909,-1.5430969090909092,100.0,59.0,298.27272727272725,298.54545454545456,309.2400000000838,0.0,12.0,52.0,633,1,1.0,True
634,-2.3267308333333334,19.544021666666666,0.29808039999999997,289.5,6590.666666666667,-1.541838,100.0,59.0,297.6666666666667,298.0,311.4,0.0,12.0,52.0,634,1,1.0,True
635,-2.320488545454545,19.260561818181817,0.2986089818181818,291.09090909090907,6623.0,-1.5411036363636363,99.72727272727273,59.0,298.45454545454544,298.45454545454544,308.8799999999581,0.0,12.0,52.0,635,1,1.0,True
636,-2.3142316363636364,18.971881818181817,0.2982222,292.1818181818182,6646.636363636364,-1.5404174545454545,99.0,59.0,298.6363636363636,297.3636363636364,307.0799999999581,0.0,12.0,52.0,636,1,1.0,True
637,-2.3052300909090913,18.68894636363636,0.29791278181818187,291.0,6617.454545454545,-1.5420248181818181,98.45454545454545,59.0,296.45454545454544,299.0,309.6,0.0,12.0,52.0,637,1,1.0,True
638,-2.293915818181818,18.40105909090909,0.2807798090909091,287.3636363636364,6536.090909090909,-1.555363,97.9090909090909,59.0,263.72727272727275,297.45454545454544,304.20000000000005,0.0,12.0,104.0,638,1,1.0,True
639,-2.308454333333333,18.222054999999997,0.13379582666666667,282.5,6421.25,-1.8070924166666666,96.08333333333333,59.0,-20.25,288.0,302.4,0.0,12.0,104.0,639,1,1.0,True
640,-2.367572,18.123525,0.09401869,283.5,6440.5,-2.4334065,92.5,59.0,-76.0,264.5,146.16000000002097,0.0,12.0,104.0,640,1,1.0,True
641,-2.4611273333333332,18.0947675,0.15464165500000002,287.8333333333333,6541.833333333333,-0.35307933333333325,78.25,59.0,18.75,290.6666666666667,306.0,0.0,12.0,100.0,641,1,1.0,True
642,-2.6495098181818184,18.11697909090909,0.24071260909090908,293.27272727272725,6674.090909090909,0.8144870000000001,69.81818181818181,59.0,282.27272727272725,199.1818181818182,308.88000000006286,0.0,12.0,302.0,642,1,1.0,True
643,-2.869743909090909,18.093114545454544,0.28623296363636364,290.90909090909093,6624.0,-3.0962445454545455,81.0909090909091,59.0,298.45454545454544,273.3636363636364,313.55999999991616,0.0,12.0,306.0,643,1,1.0,True
644,-3.1657692500000003,18.089915,0.23674845,279.25,6346.5,-3.032978,89.25,59.5,290.25,183.25,299.88000000006286,0.0,12.0,310.0,644,1,1.0,True
645,-3.3016909090909086,18.033112727272727,0.11521254363636363,282.09090909090907,6408.0,-2.6024425454545455,77.0,59.0,277.09090909090907,-47.09090909090909,301.6799999999581,0.0,12.0,314.0,645,1,1.0,True
646,-3.3608104166666664,17.965566666666668,0.09845019583333332,281.1666666666667,6388.166666666667,-2.0884063333333334,59.583333333333336,59.0,262.9166666666667,-66.16666666666667,299.160000000021,0.0,12.0,314.0,646,1,1.0,True
647,-3.377094,17.846723333333333,0.19207890833333333,291.1666666666667,6621.666666666667,-1.5627358333333332,76.41666666666667,59.0,278.0,105.91666666666667,311.76000000002097,0.0,12.0,152.0,647,1,1.0,True
648,-3.3644805,17.66275,0.24206624999999998,291.5,6633.5,-1.4763755,95.5,59.0,186.5,298.0,155.16000000002097,0.0,12.0,148.0,648,1,1.0,True
649,-3.3393960909090907,17.45905090909091,0.14429606363636363,284.0,6466.636363636364,-1.314257090909091,97.18181818181819,59.0,286.3636363636364,2.4545454545454546,303.11999999993714,0.0,12.0,162.0,649,1,1.0,True
650,-3.288833363636364,17.368974545454545,0.09069265636363637,284.90909090909093,6473.181818181818,-0.7641127818181819,91.27272727272727,59.0,267.1818181818182,-85.45454545454545,300.2399999999791,0.0,12.0,162.0,650,1,1.0,True
651,-3.1973605454545453,17.327654545454546,0.16015276181818183,286.27272727272725,6519.363636363636,-0.15828521363636364,81.9090909090909,59.0,287.8181818181818,32.63636363636363,310.3200000000419,0.0,12.0,328.0,651,1,1.0,True
652,-3.0184150909090905,17.32998909090909,0.26627674545454544,296.8181818181818,6759.545454545455,0.057096946545454545,89.0,59.0,247.8181818181818,284.8181818181818,317.160000000021,0.0,12.0,328.0,652,1,1.0,True
653,-2.7189625454545454,17.336174545454547,0.29505084545454546,292.72727272727275,6664.363636363636,-0.002854643,96.63636363636364,59.0,293.27272727272725,296.45454545454544,308.5199999999371,0.0,12.0,324.0,653,1,1.0,True
654,-2.4868453636363634,17.347478181818182,0.17055634909090908,279.90909090909093,6365.363636363636,0.15632389054545454,96.63636363636364,59.0,284.27272727272725,56.72727272727273,299.160000000021,0.0,12.0,46.0,654,1,1.0,True
655,-2.3898455833333334,17.398070833333335,0.09830841666666668,283.5,6444.166666666667,0.68513015,94.91666666666667,59.0,275.4166666666667,-78.58333333333333,299.88000000006286,0.0,12.0,50.0,655,1,1.0,True
656,-2.342173,17.484879999999997,0.11571535,277.5,6301.0,1.2326145,88.5,59.5,229.5,2.0,148.31999999993715,0.0,12.0,50.0,656,1,1.0,True
657,-2.331128666666667,17.550874166666667,0.07572547083333334,271.5833333333333,6171.083333333333,1.4642015,72.25,60.0,105.08333333333333,46.166666666666664,290.52000000004193,0.0,12.0,50.0,657,1,1.0,True
658,-2.323158,17.571434545454547,0.08025043181818182,272.27272727272725,6184.727272727273,1.543954909090909,62.0,59.45454545454545,100.0,61.0,290.5199999999371,0.0,12.0,50.0,658,1,1.0,True
659,-2.3272094545454545,17.617453636363635,0.08833349,265.0,6016.272727272727,1.5990124545454547,63.09090909090909,60.0,100.0,77.0,279.7200000000419,0.0,12.0,50.0,659,1,1.0,True
660,-2.33081475,17.708855,0.047222062499999995,254.0,5765.75,1.636971,68.5,60.0,53.0,41.75,273.2399999999791,0.0,12.0,50.0,660,1,1.0,True
661,-2.3314648181818183,17.723084545454547,0.0,230.45454545454547,5219.636363636364,1.645183,69.27272727272727,60.0,0.0,0.0,244.8,0.0,12.0,50.0,661,1,1.0,True
662,-2.3306816363636362,17.71879,0.0020110954545454547,233.54545454545453,5291.636363636364,1.645161909090909,69.0,60.0,1.8181818181818181,2.272727272727273,251.28000000006287,0.0,13.0,94.0,662,1,1.0,True
663,-2.335714166666667,17.7647625,0.12486192916666666,273.0,6204.916666666667,1.6745455,70.0,59.416666666666664,163.75,86.0,297.71999999993716,0.0,13.0,98.0,663,1,1.0,True
664,-2.3704925,17.969450000000002,0.084021245,278.0,6310.5,2.02166,77.5,59.5,205.0,-37.5,146.16000000002097,0.0,13.0,98.0,664,1,1.0,True
665,-2.3996096666666666,17.998556666666666,0.033821209166666664,271.5,6170.0,2.27709375,56.833333333333336,59.5,100.91666666666667,-32.666666666666664,286.2,0.0,13.0,98.0,665,1,1.0,True
666,-2.408272818181818,18.04519090909091,0.033608498181818186,272.6363636363636,6189.090909090909,2.553906181818182,79.63636363636364,59.45454545454545,100.0,-32.36363636363637,290.160000000021,0.0,13.0,98.0,666,1,1.0,True
667,-2.420519,18.046435,0.037153695,269.6666666666667,6118.666666666667,2.759327583333333,73.75,60.0,100.0,-25.166666666666668,292.3199999999372,0.0,13.0,98.0,667,1,1.0,True
668,-2.4718675,18.0670325,0.040415282500000003,270.75,6148.0,2.9941282499999997,71.25,60.0,100.0,-19.0,286.9200000000419,0.0,13.0,98.0,668,1,1.0,True
669,-2.5053815454545454,18.064296363636362,0.03527151545454545,269.3636363636364,6118.272727272727,-1.395647,88.36363636363636,60.0,81.81818181818181,-10.909090909090908,289.439999999979,0.0,13.0,98.0,669,1,1.0,True
670,-2.53581,18.06961,0.0,245.6,5569.2,-2.9866137,90.0,60.0,0.0,0.0,244.43999999997905,0.0,13.0,98.0,670,1,1.0,True
671,-2.53945,18.081288333333337,0.0,230.0,5210.0,-2.9816603333333336,88.91666666666667,60.0,0.0,0.0,248.76000000002097,0.0,13.0,98.0,671,1,1.0,True
672,-2.53945,18.079702727272725,0.0,230.36363636363637,5207.909090909091,-2.9820801818181817,89.0,60.0,0.0,0.0,122.76000000002095,0.0,13.0,98.0,672,1,1.0,True
673,-2.538504545454545,18.07923,0.0,229.63636363636363,5191.181818181818,-2.9836805454545456,88.0909090909091,60.90909090909091,0.0,0.0,244.8,0.0,13.0,98.0,673,1,1.0,True
674,-2.537559090909091,18.069893636363634,0.0,229.63636363636363,5187.818181818182,-2.9865120909090908,90.0,61.0,0.0,0.0,243.72000000004192,0.0,13.0,98.0,674,1,1.0,True
675,-2.5383666666666667,18.07446333333333,0.0,229.83333333333334,5191.5,-2.9846054166666662,90.0,60.416666666666664,0.0,0.0,243.71999999993713,0.0,12.0,98.0,675,1,1.0,True
676,-2.5721914999999997,18.071682499999998,0.129860675,273.75,6217.0,-3.0075827499999996,90.75,59.5,107.25,152.0,293.4,0.0,12.0,302.0,676,1,1.0,True
677,-2.7998676363636363,18.059832727272727,0.28306166363636365,293.72727272727275,6685.090909090909,-3.0898117272727275,90.36363636363636,59.0,268.09090909090907,297.6363636363636,315.0,0.0,12.0,306.0,677,1,1.0,True
